workload,prompt_idx,policy,avg_latency,net_speedup,wasted_tokens_per_accepted
humaneval,46,fixed_2,4.660024881362915,0.5180180809340801,0.17073170731707318
humaneval,47,fixed_2,4.164731740951538,0.5757497172997875,0.047619047619047616
humaneval,48,fixed_2,4.336465358734131,0.565169310156872,0.12195121951219512
humaneval,49,fixed_2,4.423380613327026,0.5615438104548358,0.12195121951219512
humaneval,50,fixed_2,4.382950305938721,0.29211513675416106,0.0
humaneval,51,fixed_2,5.062829494476318,0.28491292178034366,0.2
humaneval,52,fixed_2,4.527434587478638,0.29205763182973776,0.14285714285714285
humaneval,53,fixed_2,4.414696216583252,0.5633004111234808,0.06976744186046512
humaneval,54,fixed_2,4.8513078689575195,0.5033330286329866,0.28205128205128205
humaneval,55,fixed_2,4.3640358448028564,0.5591900674892768,0.09523809523809523
humaneval,56,fixed_2,4.385894775390625,0.5513473853997787,0.06976744186046512
humaneval,57,fixed_2,4.449515104293823,0.5378919218144035,0.12195121951219512
humaneval,58,fixed_2,4.792797803878784,0.25677545489353515,0.2
humaneval,59,fixed_2,4.452926158905029,0.543990215520477,0.06976744186046512
humaneval,60,fixed_2,4.996906280517578,0.29913418603887754,0.25
humaneval,61,fixed_2,4.3969244956970215,0.548769067713666,0.06976744186046512
humaneval,62,fixed_2,4.538428068161011,0.5309663546836874,0.2
humaneval,63,fixed_2,4.486228704452515,0.5402877362534063,0.0
humaneval,64,fixed_2,4.756218671798706,0.5039766099870435,0.17073170731707318
humaneval,65,fixed_2,4.591172218322754,0.50117210714236,0.12195121951219512
humaneval,66,fixed_2,4.318652153015137,0.5461356958861063,0.023255813953488372
humaneval,67,fixed_2,4.818374872207642,0.4943219179237881,0.2
humaneval,68,fixed_2,4.400328636169434,0.568499964998432,0.0
humaneval,69,fixed_2,4.328737735748291,0.5411973600854196,0.023255813953488372
humaneval,70,fixed_2,4.662269115447998,0.5190327023702511,0.14285714285714285
humaneval,71,fixed_2,4.2008867263793945,0.5902524070085715,0.0
humaneval,72,fixed_2,4.250077962875366,0.5826018551766652,0.047619047619047616
humaneval,73,fixed_2,4.444242000579834,0.5318232845875074,0.06976744186046512
humaneval,74,fixed_2,4.423575401306152,0.5650304357808796,0.023255813953488372
humaneval,75,fixed_2,4.199613809585571,0.585917862810077,0.0
humaneval,76,fixed_2,4.394129037857056,0.5516956223152586,0.023255813953488372
humaneval,77,fixed_2,4.584028959274292,0.5441936782964164,0.2
humaneval,78,fixed_2,4.483138561248779,0.5627819732407214,0.12195121951219512
humaneval,79,fixed_2,4.384518146514893,0.5749736188174422,0.06976744186046512
humaneval,80,fixed_2,4.401923894882202,0.5653049906767624,0.0
humaneval,81,fixed_2,4.517467737197876,0.5390205731766073,0.0
